AnimalAnonID@RecordingInstitution@CollectionNameLocal@CollectionNameEnglish@CollectionType@ScopeType@ChangeDate
2961769@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-02-28
3715757@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2000-05-15
2069389@11616@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2011-05-28
172563@11616@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-06-06
3748110@11616@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-06-06
3631867@11616@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-06-06
402123@11635@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2021-09-06
1616337@11635@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2020-04-24
172405@11635@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2020-04-24
3384508@11635@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2020-04-24
3227301@11635@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2020-07-31
3382698@11635@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2020-04-24
1638493@11635@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2020-04-24
1253420@15545@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2002-11-29
2214641@15585@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-03-30
3663271@15818@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1993-09-25
719604@15939@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2019-04-06
97283@20050@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1990-02-25
4433409@20050@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2014-05-02
4134722@21224@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2017-06-16
1029753@21224@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2000-08-31
430412@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2013-05-08
2683234@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1999-10-07
2506979@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2007-04-27
3207692@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2012-05-23
3720011@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2001-05-03
1378348@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2011-04-13
455417@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2006-06-04
856792@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2007-10-31
2128508@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2005-07-12
655607@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2009-10-14
1052320@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2003-09-20
3314646@23166@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2012-05-23
1331037@23814@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1990-05-22
1597440@23814@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1992-06-01
178403@23814@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1990-05-22
305731@25731@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2010-04-29
3153579@25731@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2002-04-24
4394711@25731@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2009-01-15
3710659@25731@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2015-08-19
2943129@3217@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1995-01-01
423436@26408@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1973-07-06
3151948@26756@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1990-01-01
4695012@3953@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2022-08-07
3637162@4407@Rescue/Rehabilitation Collection@Rescue/Rehabilitation Collection@Rescue/Rehabilitation@Global@2017-04-13
1941694@6365@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1996-08-11
1167030@28533@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1997-01-16
2828028@29104@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-05-24
2076974@6365@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1994-03-08
3102550@6365@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1996-08-19
2808373@6554@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2018-12-17
3729896@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1995-09-23
423526@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1986-06-01
359772@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1980-01-01
1639132@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1980-01-01
23745@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2007-04-16
2203038@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-06-09
566895@9029@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2006-06-07
68791@9164@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2012-11-15
2850380@10099@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2005-02-01
1217414@33484@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-01-07
1320171@33484@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2014-09-25
4275629@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1986-10-09
4033616@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1987-09-20
3303249@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1992-05-14
2726531@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-12-02
2105693@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1987-06-28
1072541@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1995-10-13
3409847@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1992-05-14
2195484@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-12-06
4105512@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1997-09-12
578131@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-11-18
2600389@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-09-11
1469583@33954@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1988-11-06
1623961@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2010-10-04
87052@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1994-11-09
2128508@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2010-05-02
394855@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1995-06-07
3579753@10512@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1995-10-10
3921483@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-02-28
2793578@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-02-28
3113668@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2001-08-18
4036264@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-02-28
1801231@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-02-28
1998323@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-02-28
806865@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2012-05-23
3274401@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1991-01-18
2618314@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2009-10-14
4402866@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2014-12-11
235895@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1989-04-29
4300413@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1994-03-03
878286@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1987-07-01
1213148@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1993-12-31
2808097@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1993-12-31
2095808@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1997-09-01
491785@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2008-07-09
4320981@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1988-08-23
129122@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1993-12-31
877589@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1985-10-01
2859442@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2010-10-04
3073946@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1997-09-01
2841409@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1993-12-31
4015673@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2010-01-26
4410536@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1988-08-29
1289728@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2007-01-01
4445963@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2000-09-25
1378348@34263@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2009-10-14
3567607@35001@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2017-10-23
1806683@35001@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2021-07-10
488713@2115@Zoological Collection@Zoological Collection@Main Collection@Global@2017-04-10
2882237@3217@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2007-12-01
4103510@35001@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2021-06-18
3043334@35001@Quarantine Collection@Quarantine Collection@Quarantine@Global@2021-05-28
3541759@11616@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-06-06
2396047@11616@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2013-04-17
